file,price,beds,baths,sqft,yearbuilt,zip,zestimate
boston_forsale_02124.csv,104999,2,1,696,1910,2124,108470
boston_forsale_02126.csv,109000,2,1,896,1905,2126,114364
boston_forsale_02121.csv,119900,2,1,1180,1875,2121,272475
boston_forsale_02125.csv,122000,2,1,976,1905,2125,128099
boston_forsale_02128.csv,126804,1,1,575,1920,2128,126804
boston_forsale_02125.csv,128925,2,1,792,1920,2125,128925
boston_forsale_02122.csv,129000,1,1,620,1965,2122,134606
boston_forsale_02122.csv,129900,1,1,603,1960,2122,136377
boston_forsale_02126.csv,129900,3,1,984,1945,2126,0
boston_forsale_02125.csv,139000,1,1,509,1900,2125,163416
boston_forsale_02119.csv,139895,3,1.5,1085,1989,2119,139895
boston_forsale_02128.csv,139999,1,1,650,1880,2128,0
boston_forsale_02124.csv,141393,3,1,1144,1900,2124,141393
boston_forsale_02119.csv,142045,2,1.5,1235,1988,2119,142045
boston_forsale_02125.csv,149500,4,2,2532,1910,2125,334552
boston_forsale_02122.csv,149900,2,1.5,1038,1905,2122,177241
boston_forsale_02122.csv,149900,2,1.5,1038,1905,2122,177883
boston_forsale_02125.csv,149900,2,1,991,1900,2125,159035
boston_forsale_02119.csv,156249,2,1,1207,1989,2119,156249
boston_forsale_02125.csv,159452,2,1,976,1905,2125,159452
boston_forsale_02125.csv,169000,2,1,694,1900,2125,169983
boston_forsale_02128.csv,169000,1,1,415,1920,2128,166316
boston_forsale_02122.csv,169800,2,1,715,1960,2122,172533
boston_forsale_02125.csv,169936,4,2,2015,1900,2125,169936
boston_forsale_02122.csv,175000,2,1,1106,1876,2122,212488
boston_forsale_02119.csv,179000,4,2,1946,1900,2119,0
boston_forsale_02122.csv,179694,2,1.5,1038,1905,2122,179694
boston_forsale_02122.csv,179900,2,1,1425,1901,2122,171457
boston_forsale_02122.csv,180000,2,1,955,1905,2122,152751
boston_forsale_02119.csv,180514,3,2.5,1272,1900,2119,180514
boston_forsale_02121.csv,182472,4,2,2449,1910,2121,182472
boston_forsale_02119.csv,185000,4,1,1281,1905,2119,192048
boston_forsale_02122.csv,185000,2,2,1248,1940,2122,0
boston_forsale_02121.csv,186361,6,1.5,2077,1910,2121,186361
boston_forsale_02128.csv,192900,1,1,741,1900,2128,188165
boston_forsale_02128.csv,192900,1,1,741,1900,2128,180871
boston_forsale_02118.csv,194890,2,1,1127,2000,2118,0
boston_forsale_02113.csv,195000,1,1,339,1920,2113,218196
boston_forsale_02124.csv,195000,3,1.5,1337,1910,2124,204093
boston_forsale_02128.csv,195000,1,1,530,1912,2128,170330
boston_forsale_02108.csv,199900,4,2.5,2500,2012,2108,799766
boston_forsale_02122.csv,199900,2,1,810,1920,2122,152919
boston_forsale_02122.csv,205000,1,1,780,1874,2122,201469
boston_forsale_02119.csv,206599,4,1.5,2160,1900,2119,206599
boston_forsale_02119.csv,210399,4,2,3575,1890,2119,210399
boston_forsale_02122.csv,212000,2,1.5,1265,1987,2122,214234
boston_forsale_02113.csv,215000,1,0,339,1920,2113,0
boston_forsale_02128.csv,215000,2,1,1012,1920,2128,174726
boston_forsale_02125.csv,217345,5,2,2409,1900,2125,217345
boston_forsale_02119.csv,217845,5,3,2310,1900,2119,217845
boston_forsale_02119.csv,219000,2,1,99999,1900,2119,202873
boston_forsale_02122.csv,219000,2,1,779,1965,2122,181696
boston_forsale_02121.csv,220000,6,3,3033,1920,2121,0
boston_forsale_02126.csv,224000,3,1.5,1576,1940,2126,235642
boston_forsale_02124.csv,224463,6,2,2409,1885,2124,224463
boston_forsale_02119.csv,225000,3,2,1800,1899,2119,224644
boston_forsale_02119.csv,225000,6,2,3047,1920,2119,328852
boston_forsale_02121.csv,225000,3,2,1381,1993,2121,210409
boston_forsale_02125.csv,225000,2,1,1150,1900,2125,298667
boston_forsale_02119.csv,226926,4,2.5,2683,1895,2119,226926
boston_forsale_02127.csv,229000,1,1,400,1925,2127,216166
boston_forsale_02127.csv,229000,1,1,400,1925,2127,217390
boston_forsale_02128.csv,229900,3,1,1017,1930,2128,238316
boston_forsale_02128.csv,230000,2,1,833,1900,2128,167406
boston_forsale_02119.csv,235000,2,1,953,1900,2119,213765
boston_forsale_02121.csv,235000,3,1,1014,1900,2121,0
boston_forsale_02125.csv,235000,2,1,706,1900,2125,217821
boston_forsale_02126.csv,236622,5,3,2179,1920,2126,236622
boston_forsale_02119.csv,239000,3,1,1530,1905,2119,238543
boston_forsale_02124.csv,239000,3,1.5,2009,1893,2124,240854
boston_forsale_02125.csv,239000,2,1,768,2006,2125,0
boston_forsale_02128.csv,239000,1,1,898,1847,2128,234416
boston_forsale_02119.csv,239900,4,2,1953,1900,2119,0
boston_forsale_02128.csv,239900,3,2,1398,1910,2128,0
boston_forsale_02113.csv,240000,1,1,356,1920,2113,245728
boston_forsale_02119.csv,240000,1,1,700,1890,2119,244849
boston_forsale_02121.csv,240000,5,2,2202,1899,2121,260254
boston_forsale_02128.csv,242000,2,1,1017,2004,2128,228176
boston_forsale_02126.csv,242349,5,3,2630,1910,2126,242349
boston_forsale_02124.csv,242614,4,2,2714,1920,2124,242614
boston_forsale_02121.csv,243000,3,3,1966,2001,2121,255149
boston_forsale_02128.csv,244900,3,2,1600,1875,2128,261738
boston_forsale_02126.csv,245000,5,3,2520,2001,2126,247749
boston_forsale_02121.csv,246193,6,2,3441,1903,2121,246193
boston_forsale_02126.csv,248199,6,2,2652,1935,2126,248199
boston_forsale_02119.csv,249000,2,1,1150,1860,2119,229424
boston_forsale_02125.csv,249000,2,1,915,1910,2125,221855
boston_forsale_02126.csv,249000,3,2,1120,1950,2126,215623
boston_forsale_02127.csv,249000,1,1,550,1900,2127,230629
boston_forsale_02125.csv,249900,2,2,815,1905,2125,247157
boston_forsale_02126.csv,249900,6,2,3008,1920,2126,255804
boston_forsale_02128.csv,249900,6,3,1586,1900,2128,0
boston_forsale_02122.csv,250000,2,1,881,1905,2122,236646
boston_forsale_02122.csv,250000,2,1,946,1905,2122,183124
boston_forsale_02122.csv,250000,2,1,1212,1900,2122,225763
boston_forsale_02124.csv,250000,6,3,2889,1925,2124,0
boston_forsale_02124.csv,250000,4,3,1398,1935,2124,285850
boston_forsale_02126.csv,250000,4,1.5,1561,1903,2126,0
boston_forsale_02128.csv,250000,5,2,2036,1900,2128,230848
boston_forsale_02128.csv,250000,2,1,638,1880,2128,242352
boston_forsale_02125.csv,255000,2,1,909,1905,2125,245505
boston_forsale_02127.csv,255000,1,1,572,1890,2127,274531
boston_forsale_02125.csv,255443,4,3,2619,1905,2125,255443
boston_forsale_02125.csv,255900,3,2,1040,0,2125,272914
boston_forsale_02124.csv,259000,2,1,910,2008,2124,241399
boston_forsale_02128.csv,259000,2,1,858,1900,2128,190131
boston_forsale_02128.csv,259000,1,1,892,1847,2128,253317
boston_forsale_02113.csv,259481,2,1,543,1920,2113,259481
boston_forsale_02122.csv,260000,9,3,3966,1905,2122,363345
boston_forsale_02125.csv,260000,3,2.5,1710,1914,2125,254760
boston_forsale_02126.csv,260000,4,2.5,1400,1961,2126,211601
boston_forsale_02127.csv,262000,1,1,667,1890,2127,269394
boston_forsale_02118.csv,263000,2,1,1082,1900,2118,296871
boston_forsale_02119.csv,263259,4,1.5,4298,1900,2119,263259
boston_forsale_02128.csv,265000,2,1,835,1910,2128,242872
boston_forsale_02121.csv,265389,6,3,3494,1910,2121,265389
boston_forsale_02124.csv,267787,3,1.5,1800,1984,2124,267787
boston_forsale_02122.csv,269000,2,1,1110,1905,2122,245999
boston_forsale_02124.csv,269000,2,1,930,2006,2124,268451
boston_forsale_02124.csv,269000,2,1,955,2008,2124,271731
boston_forsale_02125.csv,269000,2,1,1230,1900,2125,264451
boston_forsale_02119.csv,274900,3,1.5,2103,2004,2119,285329
boston_forsale_02126.csv,274999,5,3,2133,1900,2126,289220
boston_forsale_02122.csv,275000,2,1,912,1905,2122,212990
boston_forsale_02122.csv,275000,4,4,1932,1900,2122,0
boston_forsale_02127.csv,275000,1,1,555,1920,2127,251735
boston_forsale_02128.csv,275000,2,2,816,1910,2128,226701
boston_forsale_02215.csv,275000,1,1,429,1930,2215,248537
boston_forsale_02126.csv,277241,9,3,3090,1905,2126,277241
boston_forsale_02125.csv,279000,2,1,889,2012,2125,272106
boston_forsale_02127.csv,279000,1,1,475,1925,2127,270640
boston_forsale_02127.csv,279000,1,1,486,1905,2127,253094
boston_forsale_02127.csv,279000,1,1,515,1905,2127,248224
boston_forsale_02128.csv,279000,2,2,988,1900,2128,256307
boston_forsale_02215.csv,279500,1,1,399,1918,2215,242604
boston_forsale_02122.csv,279900,2,1,978,1905,2122,219484
boston_forsale_02125.csv,279900,2,1,1000,1905,2125,261013
boston_forsale_02126.csv,285000,4,2.5,1734,1900,2126,0
boston_forsale_02127.csv,285000,1,1,525,0,2127,321971
boston_forsale_02122.csv,286077,5,2,1667,1900,2122,286077
boston_forsale_02122.csv,289000,2,2,1084,1905,2122,261903
boston_forsale_02127.csv,289000,1,1,710,1910,2127,276975
boston_forsale_02125.csv,289900,3,1,1152,1905,2125,245174
boston_forsale_02124.csv,290000,1,1,802,1900,2124,208321
boston_forsale_02124.csv,290508,6,3,3960,1890,2124,290508
boston_forsale_02108.csv,291062,1,1,560,1899,2108,291062
boston_forsale_02124.csv,292347,9,3,3949,1910,2124,292347
boston_forsale_02121.csv,293352,12,3,3906,1920,2121,293352
boston_forsale_02125.csv,295000,2,2,964,1905,2125,268775
boston_forsale_02125.csv,295000,2,1,1000,1880,2125,263380
boston_forsale_02114.csv,299000,1,1,360,1899,2114,237233
boston_forsale_02118.csv,299000,1,1,420,1920,2118,293610
boston_forsale_02119.csv,299000,3,3.5,1856,1885,2119,0
boston_forsale_02119.csv,299000,3,2.5,1300,2005,2119,286049
boston_forsale_02127.csv,299000,1,1,515,1900,2127,247349
boston_forsale_02127.csv,299000,1,1,700,1880,2127,277755
boston_forsale_02127.csv,299000,1,1,700,1880,2127,303278
boston_forsale_02128.csv,299000,5,2,1997,1900,2128,268629
boston_forsale_02128.csv,299000,3,1.5,1595,1900,2128,279792
boston_forsale_02128.csv,299000,8,4,2554,2004,2128,0
boston_forsale_02215.csv,299000,1,1,800,1970,2215,0
boston_forsale_02118.csv,299400,1,1,397,1899,2118,237150
boston_forsale_02119.csv,299900,6,2,3047,1920,2119,329971
boston_forsale_02122.csv,299900,2,2,1492,2004,2122,0
boston_forsale_02124.csv,299900,6,3,1911,1920,2124,295904
boston_forsale_02125.csv,299900,2,1,1225,1900,2125,0
boston_forsale_02125.csv,299900,2,1,1225,1900,2125,0
boston_forsale_02128.csv,299900,3,1.5,1368,1900,2128,248671
boston_forsale_02128.csv,299900,4,2,1837,1905,2128,347752
boston_forsale_02128.csv,299944,2,1,895,1927,2128,0
boston_forsale_02125.csv,300000,2,1,1000,1910,2125,246765
boston_forsale_02127.csv,300000,2,1,658,1930,2127,273913
boston_forsale_02215.csv,300500,1,1,484,1925,2215,263223
boston_forsale_02119.csv,305000,2,1.5,1264,1915,2119,249444
boston_forsale_02115.csv,309000,1,1,425,0,2115,347576
boston_forsale_02118.csv,309000,1,1,409,1910,2118,235493
boston_forsale_02125.csv,309000,2,1,932,1905,2125,237258
boston_forsale_02127.csv,309000,1,1,640,1890,2127,0
boston_forsale_02127.csv,309000,1,1,632,1905,2127,0
boston_forsale_02127.csv,309000,2,1.5,830,1890,2127,327550
boston_forsale_02124.csv,309900,6,2,2224,1890,2124,300714
boston_forsale_02127.csv,309900,1,1,500,1910,2127,227297
boston_forsale_02128.csv,309900,2,2,1386,0,2128,294390
boston_forsale_02128.csv,309900,2,2,1378,0,2128,294119
boston_forsale_02128.csv,309900,2,2,1373,0,2128,294084
boston_forsale_02128.csv,309900,2,2,1378,0,2128,0
boston_forsale_02128.csv,309900,2,2,1373,0,2128,0
boston_forsale_02128.csv,309900,2,2,1386,0,2128,0
boston_forsale_02115.csv,309999,1,1,425,1899,2115,266500
boston_forsale_02124.csv,310360,6,3,3306,1910,2124,310360
boston_forsale_02122.csv,310666,6,2.5,3192,1900,2122,310666
boston_forsale_02125.csv,314900,2,2,1906,1860,2125,337207
boston_forsale_02126.csv,315000,3,2,1257,1905,2126,0
boston_forsale_02127.csv,315000,2,1,680,1890,2127,0
boston_forsale_02127.csv,315000,2,1,679,1905,2127,224507
boston_forsale_02127.csv,315000,2,1,548,1905,2127,244453
boston_forsale_02127.csv,316000,3,1,929,1900,2127,328640
boston_forsale_02125.csv,319000,2,1.5,946,2004,2125,311391
boston_forsale_02125.csv,319000,6,2,2928,0,2125,330650
boston_forsale_02127.csv,319000,1,1,907,1984,2127,321776
boston_forsale_02125.csv,319576,9,4.5,3528,1915,2125,319576
boston_forsale_02119.csv,320000,2,1,545,1920,2119,178321
boston_forsale_02121.csv,320000,7,3,4674,1925,2121,345602
boston_forsale_02125.csv,320000,6,1.75,4008,1910,2125,322590
boston_forsale_02119.csv,323417,3,3,3416,1900,2119,323417
boston_forsale_02119.csv,325000,2,1.5,1361,1900,2119,230342
boston_forsale_02122.csv,325000,2,2,1230,1885,2122,264064
boston_forsale_02215.csv,325000,1,1,470,0,2215,0
boston_forsale_02113.csv,329000,1,1,400,1890,2113,274613
boston_forsale_02118.csv,329000,1,1,402,1900,2118,0
boston_forsale_02122.csv,329000,3,2,1657,2005,2122,261056
boston_forsale_02127.csv,329000,1,1,532,1890,2127,293995
boston_forsale_02127.csv,329000,1,1,615,2005,2127,275337
boston_forsale_02127.csv,329000,1,1,444,1890,2127,410578
boston_forsale_02127.csv,329000,1,1,680,1910,2127,307785
boston_forsale_02127.csv,329000,1,1,700,1900,2127,313107
boston_forsale_02128.csv,329000,3,3,1500,1850,2128,0
boston_forsale_02128.csv,329000,3,3,1500,1885,2128,0
boston_forsale_02128.csv,329000,4,2,1827,1900,2128,286991
boston_forsale_02215.csv,329000,1,1,540,1910,2215,279356
boston_forsale_02122.csv,329900,3,2,1440,1900,2122,295287
boston_forsale_02125.csv,329900,2,2,1025,1905,2125,274592
boston_forsale_02128.csv,329900,4,2,2336,1900,2128,0
boston_forsale_02128.csv,329944,2,1,1437,1927,2128,293741
boston_forsale_02125.csv,330000,6,3,4422,1905,2125,331729
boston_forsale_02125.csv,330000,3,1,1100,1900,2125,275371
boston_forsale_02125.csv,330000,2,1,1260,1910,2125,257406
boston_forsale_02127.csv,330000,1,1,680,2005,2127,285658
boston_forsale_02215.csv,330000,1,1,505,1900,2215,324201
boston_forsale_02128.csv,334000,5,3,2772,1900,2128,335189
boston_forsale_02127.csv,335000,1,1,653,1890,2127,275323
boston_forsale_02127.csv,335000,1,1,604,1988,2127,0
boston_forsale_02127.csv,335000,3,2,1000,1900,2127,445429
boston_forsale_02122.csv,335440,4,2,2116,1928,2122,335440
boston_forsale_02109.csv,337000,1,1,523,1920,2109,279907
boston_forsale_02115.csv,338600,2,1,1150,1880,2115,335609
boston_forsale_02119.csv,339000,3,1.5,1537,1860,2119,298264
boston_forsale_02125.csv,339000,3,2.5,1237,2004,2125,302543
boston_forsale_02127.csv,339000,2,1,714,1939,2127,302617
boston_forsale_02127.csv,339000,2,2,731,1900,2127,301422
boston_forsale_02127.csv,339000,5,1,1034,1920,2127,356438
boston_forsale_02122.csv,339900,3,2,1331,1915,2122,231000
boston_forsale_02127.csv,339900,1,1,660,1899,2127,316557
boston_forsale_02119.csv,340000,3,1,1200,1880,2119,255576
boston_forsale_02122.csv,340000,3,1,1334,1900,2122,269685
boston_forsale_02118.csv,340635,1,1,833,1899,2118,340635
boston_forsale_02116.csv,347000,1,1,401,1925,2116,339673
boston_forsale_02116.csv,349000,1,1,401,1950,2116,376618
boston_forsale_02119.csv,349000,3,1.5,1621,1860,2119,309047
boston_forsale_02127.csv,349000,2,1.5,904,1900,2127,304388
boston_forsale_02128.csv,349000,4,2,1100,1960,2128,0
boston_forsale_02128.csv,349000,3,3.5,1944,1910,2128,274850
boston_forsale_02215.csv,349000,1,1,615,0,2215,343623
boston_forsale_02122.csv,350000,2,2,1243,1988,2122,308273
boston_forsale_02125.csv,350000,2,1,815,0,2125,271332
boston_forsale_02128.csv,350000,4,2,1348,1900,2128,287492
boston_forsale_02125.csv,354000,3,2,1152,1900,2125,306734
boston_forsale_02127.csv,354000,2,0,782,1900,2127,0
boston_forsale_02109.csv,359000,1,1,585,1900,2109,0
boston_forsale_02115.csv,359000,2,1,1125,1900,2115,346936
boston_forsale_02122.csv,359000,2,2.5,1184,2004,2122,313179
boston_forsale_02125.csv,359000,2,2.5,1500,2013,2125,0
boston_forsale_02125.csv,359000,2,2.5,1500,2013,2125,0
boston_forsale_02125.csv,359000,3,2,1953,1895,2125,344497
boston_forsale_02128.csv,359000,4,3,1240,1900,2128,297621
boston_forsale_02126.csv,359400,4,2,1715,1945,2126,0
boston_forsale_02116.csv,359500,1,1,510,1900,2116,340315
boston_forsale_02124.csv,359900,5,3,2287,1905,2124,326048
boston_forsale_02113.csv,360000,1,1,650,1900,2113,353777
boston_forsale_02127.csv,360000,1,1,707,1890,2127,314319
boston_forsale_02128.csv,360000,2,1,948,1920,2128,249960
boston_forsale_02215.csv,360000,1,1,595,1887,2215,305977
boston_forsale_02114.csv,365000,1,1,509,1899,2114,323785
boston_forsale_02125.csv,365000,2,2,1277,2003,2125,276378
boston_forsale_02116.csv,369000,1,1,468,0,2116,401224
boston_forsale_02118.csv,369000,1,1,612,1890,2118,366042
boston_forsale_02118.csv,369000,1,1,561,1900,2118,326850
boston_forsale_02119.csv,369000,3,2,1800,2010,2119,332295
boston_forsale_02119.csv,369000,4,3,2591,1890,2119,303938
boston_forsale_02127.csv,369000,2,1,737,1910,2127,322019
boston_forsale_02127.csv,369000,2,1,725,1946,2127,320719
boston_forsale_02215.csv,369000,1,1,619,1920,2215,339753
boston_forsale_02215.csv,369000,1,1,765,0,2215,419311
boston_forsale_02128.csv,369900,5,4.5,1990,1920,2128,356234
boston_forsale_02127.csv,370000,2,2,845,1890,2127,365477
boston_forsale_02215.csv,370000,1,1,492,1900,2215,331164
boston_forsale_02126.csv,374900,4,2,1864,1900,2126,334546
boston_forsale_02127.csv,374900,2,1,733,2009,2127,309620
boston_forsale_02125.csv,375000,2,2,1488,1905,2125,332061
boston_forsale_02127.csv,375000,2,1.5,1189,1899,2127,241585
boston_forsale_02127.csv,375000,1,1,512,1900,2127,253805
boston_forsale_02128.csv,375000,4,2,1858,1918,2128,398002
boston_forsale_02128.csv,375000,3,3.5,1232,2003,2128,381101
boston_forsale_02119.csv,379000,10,5,4000,1920,2119,0
boston_forsale_02127.csv,379000,2,1,678,1899,2127,337524
boston_forsale_02127.csv,379000,2,1.5,1047,1993,2127,363671
boston_forsale_02215.csv,379000,2,1,635,1900,2215,0
boston_forsale_02113.csv,379900,1,1,651,1850,2113,0
boston_forsale_02121.csv,379900,10,3,4063,1900,2121,281548
boston_forsale_02127.csv,379900,2,1.5,830,1980,2127,354995
boston_forsale_02115.csv,380000,1,1,488,1899,2115,374017
boston_forsale_02116.csv,380000,1,1,666,1900,2116,354394
boston_forsale_02118.csv,385000,2,1.5,1120,2000,2118,0
boston_forsale_02122.csv,389000,2,2,1275,2013,2122,374017
boston_forsale_02122.csv,389000,9,3,4071,1905,2122,0
boston_forsale_02125.csv,389000,2,2,1088,2006,2125,322963
boston_forsale_02127.csv,389000,2,1,850,2005,2127,347164
boston_forsale_02127.csv,389000,3,2,1000,2001,2127,352973
boston_forsale_02127.csv,389000,2,2,963,2001,2127,421042
boston_forsale_02119.csv,389900,9,3,5640,1935,2119,398879
boston_forsale_02115.csv,390000,1,1,480,1920,2115,322645
boston_forsale_02127.csv,390000,2,1,839,1880,2127,323399
boston_forsale_02118.csv,392858,1,1,886,2006,2118,392858
boston_forsale_02118.csv,395000,1,1,624,1910,2118,374556
boston_forsale_02127.csv,395000,2,1,657,1924,2127,0
boston_forsale_02114.csv,399000,1,1,350,1899,2114,321526
boston_forsale_02116.csv,399000,1,1,720,1910,2116,0
boston_forsale_02118.csv,399000,2,1,695,1885,2118,377823
boston_forsale_02122.csv,399000,2,2.5,2111,2006,2122,388388
boston_forsale_02122.csv,399000,2,2,1272,2013,2122,355148
boston_forsale_02122.csv,399000,5,2,2065,2005,2122,370025
boston_forsale_02124.csv,399000,4,2.5,1900,1900,2124,350597
boston_forsale_02127.csv,399000,2,2,1258,1890,2127,437041
boston_forsale_02127.csv,399000,2,1,687,1899,2127,313724
boston_forsale_02127.csv,399000,3,1,1504,1880,2127,462658
boston_forsale_02128.csv,399000,3,2,1384,1910,2128,280172
boston_forsale_02128.csv,399000,4,2.5,1814,1964,2128,361316
boston_forsale_02215.csv,399000,1,1,538,1900,2215,364539
