file,price,beds,baths,sqft,yearbuilt,zip,zestimate
boston_forsale_02118.csv,769900,2,1.5,1380,1860,2118,541806
boston_forsale_02118.csv,774000,2,2.5,1490,1900,2118,710981
boston_forsale_02127.csv,775000,3,2.5,2241,2006,2127,717910
boston_forsale_02215.csv,775000,2,2,1285,1910,2215,782417
boston_forsale_02215.csv,775000,2,2,1285,1910,2215,776123
boston_forsale_02121.csv,778000,10,5,5930,1920,2121,719931
boston_forsale_02118.csv,785000,2,2,1326,1890,2118,765639
boston_forsale_02111.csv,795000,2,2,1496,1913,2111,714894
boston_forsale_02116.csv,795000,2,1.5,1106,1910,2116,778165
boston_forsale_02110.csv,799000,2,2,1218,1972,2110,734868
boston_forsale_02110.csv,799000,2,2,1226,1970,2110,709464
boston_forsale_02111.csv,799000,2,2,1424,2003,2111,832585
boston_forsale_02115.csv,799000,1,1,870,1890,2115,676317
boston_forsale_02118.csv,799000,2,3,2316,1855,2118,837815
boston_forsale_02122.csv,799000,6,3.5,5076,1892,2122,681495
boston_forsale_02127.csv,799000,4,2.5,2025,1890,2127,650481
boston_forsale_02108.csv,799995,2,1,778,1900,2108,591583
boston_forsale_02118.csv,799999,2,2,1574,1899,2118,820382
boston_forsale_02118.csv,800000,2,2,1254,1900,2118,700465
boston_forsale_02124.csv,800000,12,6,6579,1899,2124,692692
boston_forsale_02127.csv,800000,3,2,2100,1890,2127,722489
boston_forsale_02127.csv,800000,2,2,1260,2005,2127,492504
boston_forsale_02118.csv,815000,3,2,1330,1899,2118,749754
boston_forsale_02127.csv,815000,1,2.5,1539,1906,2127,791540
boston_forsale_02110.csv,824900,2,2,1168,2006,2110,747293
boston_forsale_02116.csv,825000,2,2,1010,1901,2116,0
boston_forsale_02116.csv,829000,1,2,944,2004,2116,0
boston_forsale_02116.csv,839000,2,2,1016,1901,2116,0
boston_forsale_02111.csv,849000,2,3,1343,2002,2111,865621
boston_forsale_02114.csv,849000,2,2.5,1630,1880,2114,853809
boston_forsale_02116.csv,849000,1,1,1142,1865,2116,0
boston_forsale_02116.csv,849000,2,2,1219,1905,2116,908750
boston_forsale_02118.csv,849000,3,2,1987,1862,2118,850867
boston_forsale_02127.csv,849000,2,3,2350,2009,2127,0
boston_forsale_02114.csv,849900,2,2,1350,1900,2114,827390
boston_forsale_02127.csv,849900,4,2.5,1548,1900,2127,0
boston_forsale_02109.csv,850000,2,2,1240,1900,2109,769519
boston_forsale_02118.csv,850000,3,2,1485,1899,2118,776559
boston_forsale_02122.csv,850000,12,8,7458,1905,2122,0
boston_forsale_02127.csv,850000,11,3,4530,1928,2127,632843
boston_forsale_02114.csv,852498,3,2.5,1350,1890,2114,852498
boston_forsale_02118.csv,855440,4,3,1843,1900,2118,855440
boston_forsale_02116.csv,859000,2,1.5,1252,1890,2116,797020
boston_forsale_02127.csv,869000,2,2,1690,2007,2127,791551
boston_forsale_02127.csv,869000,3,2.5,1771,2000,2127,745002
boston_forsale_02127.csv,869000,2,2.5,1897,2007,2127,801735
boston_forsale_02116.csv,879000,1,1,798,1880,2116,0
boston_forsale_02118.csv,879000,2,2,1468,1999,2118,1002458
boston_forsale_02118.csv,879000,2,2,1468,1999,2118,919110
boston_forsale_02210.csv,879000,1,2,1184,2008,2210,0
boston_forsale_02108.csv,889000,2,1,1416,1900,2108,0
boston_forsale_02215.csv,889000,2,2,1152,1897,2215,666944
boston_forsale_02118.csv,895000,2,2,1468,2004,2118,834907
boston_forsale_02110.csv,899000,2,1,1264,1978,2110,853769
boston_forsale_02111.csv,899000,2,2,1883,1897,2111,876294
boston_forsale_02114.csv,899000,3,1,1020,1905,2114,0
boston_forsale_02118.csv,899000,2,2.5,2046,1910,2118,0
boston_forsale_02127.csv,899000,6,2,2502,1872,2127,749746
boston_forsale_02210.csv,899000,1,1.5,1067,2006,2210,783979
boston_forsale_02210.csv,899500,1,2,1719,1920,2210,806620
boston_forsale_02113.csv,899900,2,2,1689,1899,2113,640498
boston_forsale_02118.csv,899900,2,2.5,1400,1900,2118,1011641
boston_forsale_02115.csv,900000,2,2.5,1476,1890,2115,770422
boston_forsale_02115.csv,900000,2,2.5,1476,1890,2115,820883
boston_forsale_02115.csv,900000,2,2.5,1476,1890,2115,871075
boston_forsale_02118.csv,900000,2,1.5,1420,1860,2118,782332
boston_forsale_02118.csv,900000,2,2,1388,1914,2118,749441
boston_forsale_02127.csv,900000,7,5,3244,1900,2127,654456
boston_forsale_02111.csv,925000,2,2,1169,1989,2111,641945
boston_forsale_02115.csv,929000,2,1.5,1353,1891,2115,862834
boston_forsale_02116.csv,929000,2,2.5,1303,1899,2116,894580
boston_forsale_02118.csv,929000,2,2,1801,1914,2118,0
boston_forsale_02127.csv,935000,4,2,9999,1900,2127,0
boston_forsale_02127.csv,939000,5,2,4175,1890,2127,791464
boston_forsale_02116.csv,945000,2,2,1200,1885,2116,933581
boston_forsale_02116.csv,949000,2,3,1303,0,2116,0
boston_forsale_02110.csv,950000,2,1.5,1337,1920,2110,901729
boston_forsale_02113.csv,950000,2,1.5,1518,1899,2113,702927
boston_forsale_02116.csv,950000,2,1,1053,1884,2116,780528
boston_forsale_02115.csv,969000,3,2.5,1660,1890,2115,887260
boston_forsale_02108.csv,975000,1,1.5,1316,2009,2108,956618
boston_forsale_02109.csv,975000,2,2.5,1650,1899,2109,0
boston_forsale_02114.csv,975000,2,2,1240,2002,2114,888985
boston_forsale_02127.csv,979000,2,2,1844,2007,2127,865040
boston_forsale_02127.csv,979000,2,2,1844,2007,2127,879232
boston_forsale_02116.csv,985000,2,2.5,1450,1920,2116,927210
boston_forsale_02108.csv,995000,1,1.5,1235,2009,2108,896769
boston_forsale_02110.csv,995000,2,2.5,1628,1972,2110,942144
boston_forsale_02110.csv,995000,2,2.5,1633,0,2110,566188
boston_forsale_02111.csv,995000,2,2.5,1402,2000,2111,947681
boston_forsale_02116.csv,995000,2,2,1310,1985,2116,0
boston_forsale_02116.csv,995000,3,3,2030,1985,2116,972633
boston_forsale_02109.csv,996000,2,2.5,2000,1890,2109,941963
boston_forsale_02111.csv,1000000,1,1,953,1900,2111,488472
boston_forsale_02111.csv,1000000,1,1,1299,1899,2111,582928
boston_forsale_02127.csv,1000000,2,2,1519,2012,2127,612182
boston_forsale_02127.csv,1000000,6,3,2592,1905,2127,606531
boston_forsale_02127.csv,1000000,7,3,3492,1900,2127,722661
boston_forsale_02127.csv,1000000,4,3,1958,1920,2127,567707
boston_forsale_02118.csv,1050000,2,2.5,1291,1870,2118,1033599
boston_forsale_02118.csv,1095000,3,2,1800,1900,2118,0
boston_forsale_02108.csv,1099000,1,1.5,1368,2009,2108,969327
boston_forsale_02110.csv,1100000,2,2,1334,2009,2110,622883
boston_forsale_02116.csv,1100000,3,2,1460,1910,2116,0
boston_forsale_02118.csv,1100000,2,3,1425,1910,2118,1084065
boston_forsale_02118.csv,1100000,2,2.5,1403,2013,2118,1079810
boston_forsale_02118.csv,1100000,2,2,1400,1859,2118,932015
boston_forsale_02127.csv,1100000,2,2,1717,1982,2127,592309
boston_forsale_02210.csv,1100000,2,2.5,2323,2004,2210,1143887
boston_forsale_02116.csv,1120000,2,1,1065,1875,2116,584787
boston_forsale_02110.csv,1125000,2,2,1250,1830,2110,0
boston_forsale_02108.csv,1149000,2,2,966,2009,2108,892088
boston_forsale_02119.csv,1149000,10,6,6200,1860,2119,886694
boston_forsale_02108.csv,1150000,2,2,1220,1880,2108,930479
boston_forsale_02115.csv,1150000,2,2,1552,1895,2115,0
boston_forsale_02118.csv,1175000,2,2.5,1501,1890,2118,0
boston_forsale_02116.csv,1190000,2,2,1324,2008,2116,1075722
boston_forsale_02115.csv,1195000,2,2,1238,1900,2115,0
boston_forsale_02210.csv,1195000,2,3,2351,2004,2210,0
boston_forsale_02113.csv,1199000,4,3,2272,1899,2113,909275
boston_forsale_02113.csv,1199000,5,3,1512,1900,2113,761224
boston_forsale_02114.csv,1199000,3,2,1468,2003,2114,966913
boston_forsale_02108.csv,1200000,2,2,1275,1860,2108,1114730
boston_forsale_02114.csv,1200000,3,2,1461,1860,2114,964889
boston_forsale_02116.csv,1200000,3,2.5,1664,1885,2116,0
boston_forsale_02121.csv,1200000,18,9,7440,1890,2121,1097135
boston_forsale_02127.csv,1200000,3,3,1938,1900,2127,430105
boston_forsale_02116.csv,1210000,2,2,1528,2004,2116,1202709
boston_forsale_02115.csv,1225000,2,2,1442,1918,2115,0
boston_forsale_02110.csv,1229000,2,2,1312,1832,2110,1079345
boston_forsale_02118.csv,1249000,3,3,1870,2002,2118,1218926
boston_forsale_02114.csv,1250000,3,2,1603,0,2114,780074
boston_forsale_02115.csv,1250000,3,2.5,1856,1910,2115,0
boston_forsale_02116.csv,1250000,2,2.5,1427,1890,2116,893204
boston_forsale_02118.csv,1269000,3,2.5,2078,1860,2118,1362960
boston_forsale_02116.csv,1270000,3,2,1578,2008,2116,0
boston_forsale_02108.csv,1275000,2,2.5,1559,2009,2108,1229300
boston_forsale_02115.csv,1275000,2,2.5,1540,1900,2115,1221920
boston_forsale_02115.csv,1295000,3,2.5,1403,1860,2115,1130315
boston_forsale_02108.csv,1299000,2,2,1405,2009,2108,1133291
boston_forsale_02110.csv,1299000,3,2.5,1910,2006,2110,1301506
boston_forsale_02114.csv,1299000,3,2,1470,1905,2114,1248920
boston_forsale_02116.csv,1299000,3,2,1675,1873,2116,0
boston_forsale_02116.csv,1299000,2,2.5,1510,1985,2116,0
boston_forsale_02111.csv,1300000,1,1.5,2150,1880,2111,705955
boston_forsale_02115.csv,1300000,2,2,1550,1882,2115,1002529
boston_forsale_02118.csv,1300000,3,2,2086,1999,2118,1001179
boston_forsale_02114.csv,1324000,2,2,1488,1902,2114,1027618
boston_forsale_02108.csv,1325000,2,2,1318,2009,2108,1098782
boston_forsale_02108.csv,1325000,2,2,1117,2009,2108,1132055
boston_forsale_02118.csv,1345000,2,2.5,1958,1900,2118,0
boston_forsale_02115.csv,1350000,2,2,1419,1880,2115,938973
boston_forsale_02116.csv,1350000,2,1.5,1292,1890,2116,924325
boston_forsale_02118.csv,1375000,3,2.5,2000,1910,2118,0
boston_forsale_02114.csv,1395000,3,2.5,2048,1820,2114,1265232
boston_forsale_02114.csv,1395000,3,3,2048,1820,2114,1305907
boston_forsale_02118.csv,1395000,3,2.5,1680,1910,2118,1094848
boston_forsale_02118.csv,1395000,2,2.5,1742,1886,2118,1210245
boston_forsale_02108.csv,1399000,2,2,1291,2009,2108,1119282
boston_forsale_02110.csv,1399000,3,2,1533,1968,2110,1101471
boston_forsale_02110.csv,1425000,2,2.5,1977,1970,2110,0
boston_forsale_02116.csv,1440000,2,2,1571,2004,2116,1381026
boston_forsale_02110.csv,1450000,2,2,1235,1832,2110,1192981
boston_forsale_02115.csv,1450000,3,2.5,1680,1890,2115,1332982
boston_forsale_02116.csv,1465000,4,2.5,2022,1910,2116,0
boston_forsale_02116.csv,1475000,2,2.5,1715,2004,2116,1405733
boston_forsale_02115.csv,1485000,2,1.5,1147,1890,2115,964986
boston_forsale_02115.csv,1485000,2,1.5,1147,1900,2115,1262250
boston_forsale_02116.csv,1495000,4,4,2023,1899,2116,1492144
boston_forsale_02110.csv,1499000,3,3,1977,1970,2110,1372583
boston_forsale_02110.csv,1499000,3,2,1658,1868,2110,1326038
boston_forsale_02111.csv,1499000,2,2.5,1504,2000,2111,1372567
boston_forsale_02109.csv,1500000,4,0,3544,2003,2109,0
boston_forsale_02113.csv,1500000,2,2,1182,1986,2113,945768
boston_forsale_02116.csv,1500000,4,2,2160,1860,2116,1182096
boston_forsale_02111.csv,1550000,2,2,2823,1899,2111,849856
boston_forsale_02116.csv,1550000,3,3,1699,2004,2116,1703758
boston_forsale_02108.csv,1575000,2,2,1318,2009,2108,1230586
boston_forsale_02118.csv,1585000,3,2.5,1745,1875,2118,0
boston_forsale_02110.csv,1590000,2,2,1500,1987,2110,1310714
boston_forsale_02116.csv,1595000,3,2.5,2534,1890,2116,0
boston_forsale_02116.csv,1595000,1,2,1393,2009,2116,1281731
boston_forsale_02118.csv,1595000,3,2.5,1931,1899,2118,1421808
boston_forsale_02116.csv,1598000,2,2.5,1496,2004,2116,1385984
boston_forsale_02115.csv,1599000,2,2,1626,1920,2115,1369236
boston_forsale_02116.csv,1599000,2,2,1354,1960,2116,1356747
boston_forsale_02116.csv,1599000,2,2,1354,1960,2116,1400832
boston_forsale_02111.csv,1600000,2,2,2585,1899,2111,1335422
boston_forsale_02116.csv,1600000,2,2,1618,1880,2116,774953
boston_forsale_02111.csv,1625000,3,2.5,2043,2003,2111,1561190
boston_forsale_02118.csv,1675000,3,2.5,1975,1890,2118,0
boston_forsale_02210.csv,1679000,2,2.5,1840,2006,2210,0
boston_forsale_02115.csv,1685000,2,2.5,1732,1920,2115,1240181
boston_forsale_02108.csv,1695000,2,2,1805,1850,2108,0
boston_forsale_02116.csv,1695000,2,2,1286,2010,2116,1177221
boston_forsale_02116.csv,1695000,3,3,1699,2004,2116,1810550
boston_forsale_02116.csv,1700000,2,1.5,1460,1899,2116,1084916
boston_forsale_02116.csv,1750000,2,2.5,1872,2009,2116,1530327
boston_forsale_02210.csv,1779000,2,2.5,1868,2006,2210,1530406
boston_forsale_02110.csv,1790000,2,2,1652,1832,2110,1603879
boston_forsale_02110.csv,1790000,2,2,1836,1820,2110,1521499
boston_forsale_02110.csv,1799000,2,3,2397,0,2110,0
boston_forsale_02127.csv,1800000,7,3.5,3928,1890,2127,890503
boston_forsale_02108.csv,1850000,2,2.5,2040,1900,2108,0
boston_forsale_02115.csv,1850000,2,2.5,1665,1880,2115,1200216
boston_forsale_02116.csv,1899000,3,2.5,2435,1880,2116,1749780
boston_forsale_02116.csv,1899000,2,2,1315,1910,2116,1249751
boston_forsale_02127.csv,1899000,4,4,2700,1906,2127,1588870
boston_forsale_02118.csv,1900000,11,4,5768,1890,2118,0
boston_forsale_02116.csv,1950000,3,3,1874,2004,2116,0
boston_forsale_02118.csv,1950000,3,3.5,2167,1890,2118,0
boston_forsale_02116.csv,1960000,2,2.5,1794,2009,2116,1475574
boston_forsale_02116.csv,1995000,4,3,3127,1890,2116,0
boston_forsale_02118.csv,2000000,4,4,3800,1875,2118,1916388
boston_forsale_02116.csv,2025000,2,2.5,1768,1871,2116,0
boston_forsale_02116.csv,2045000,2,2.5,1715,2009,2116,1777269
boston_forsale_02109.csv,2050000,2,2,1530,1911,2109,1225473
boston_forsale_02110.csv,2150000,4,3,2388,1972,2110,1293235
boston_forsale_02116.csv,2150000,3,3,2075,1930,2116,1832179
boston_forsale_02108.csv,2199000,2,2,1636,2009,2108,1858546
boston_forsale_02110.csv,2200000,3,3,2400,1970,2110,1869999
boston_forsale_02116.csv,2200000,2,2.5,2153,1860,2116,1879002
boston_forsale_02127.csv,2200000,2,3,2207,2007,2127,0
boston_forsale_02127.csv,2250000,4,4,4236,1900,2127,1732245
boston_forsale_02111.csv,2320000,2,2.5,2036,2000,2111,2254299
boston_forsale_02116.csv,2350000,3,2.5,2466,1899,2116,2350087
boston_forsale_02118.csv,2390000,3,1.5,2612,2013,2118,2036208
boston_forsale_02118.csv,2390000,3,3.5,2612,2013,2118,2168772
boston_forsale_02118.csv,2390000,3,2,2612,2013,2118,1131949
boston_forsale_02110.csv,2395000,3,3,2125,0,2110,0
boston_forsale_02110.csv,2395000,3,2.5,2125,2012,2110,2035749
boston_forsale_02210.csv,2400000,2,2.5,1751,2008,2210,1270227
boston_forsale_02111.csv,2449000,4,4,4189,2004,2111,1696158
boston_forsale_02116.csv,2450000,2,2.5,1514,2009,2116,1945743
boston_forsale_02118.csv,2450000,4,2.5,3370,1867,2118,2246134
boston_forsale_02111.csv,2495000,3,4,2707,2000,2111,0
boston_forsale_02116.csv,2500000,4,4.5,3531,1867,2116,0
boston_forsale_02116.csv,2500000,7,4,3170,1900,2116,2050986
boston_forsale_02116.csv,2550000,3,3,2375,1900,2116,0
boston_forsale_02116.csv,2550000,4,4.5,3025,1900,2116,2360644
boston_forsale_02110.csv,2599000,3,4,2511,1970,2110,1200328
boston_forsale_02110.csv,2700000,2,2.5,1895,1987,2110,2268516
boston_forsale_02210.csv,2749000,3,3.5,2727,2006,2210,0
boston_forsale_02114.csv,2799000,5,5,3867,1900,2114,2387012
boston_forsale_02109.csv,2800000,3,2.5,2304,1978,2109,2379999
boston_forsale_02210.csv,2825000,3,4.5,2736,2006,2210,0
boston_forsale_02116.csv,2850000,4,3.5,3800,1890,2116,0
boston_forsale_02108.csv,2883063,3,3.5,3186,1899,2108,2883063
boston_forsale_02118.csv,2900000,3,3.5,3476,1880,2118,0
boston_forsale_02127.csv,2900000,12,9,5000,1981,2127,2464999
boston_forsale_02127.csv,2900000,3,3,3223,0,2127,0
boston_forsale_02127.csv,2900000,3,3,3223,2007,2127,2464999
boston_forsale_02116.csv,2950000,2,2,1932,1988,2116,3035299
boston_forsale_02118.csv,2995000,3,3,3443,0,2118,0
boston_forsale_02118.csv,2995000,3,3,3443,2010,2118,2545750
boston_forsale_02116.csv,3125000,3,2.5,2500,2013,2116,2656249
boston_forsale_02110.csv,3200000,2,2.5,2349,1987,2110,2881987
boston_forsale_02111.csv,3250000,3,4.5,2667,2000,2111,2771440
boston_forsale_02116.csv,3295000,3,4,3376,1873,2116,2815128
boston_forsale_02108.csv,3300000,6,4,4010,1829,2108,2763769
boston_forsale_02108.csv,3399000,2,2.5,2484,2009,2108,2842168
boston_forsale_02111.csv,3400000,3,3.5,2707,1999,2111,2826099
boston_forsale_02108.csv,3450000,4,3.5,3000,1938,2108,2932499
boston_forsale_02116.csv,3450000,4,2.5,3240,1927,2116,2989765
boston_forsale_02116.csv,3495000,5,3.5,3500,1890,2116,0
boston_forsale_02118.csv,3500000,4,5,3771,1860,2118,0
boston_forsale_02111.csv,3575000,3,4.5,2667,2000,2111,2998913
boston_forsale_02116.csv,3595000,3,3,2761,1910,2116,0
boston_forsale_02116.csv,3595000,3,3,2227,1884,2116,0
boston_forsale_02116.csv,3595000,3,2.5,2227,1884,2116,2386226
boston_forsale_02116.csv,3875000,3,0,3100,2012,2116,2947429
boston_forsale_02108.csv,3900000,3,3,2943,1910,2108,3436777
boston_forsale_02108.csv,3950000,5,4.5,4515,1890,2108,3687444
boston_forsale_02116.csv,3950000,3,2.5,3656,1899,2116,3742420
boston_forsale_02108.csv,3954001,4,1,4533,1899,2108,3954001
boston_forsale_02108.csv,3964000,3,3.5,2872,2009,2108,3317041
boston_forsale_02108.csv,3995000,3,4,3230,1800,2108,0
boston_forsale_02116.csv,3995000,4,4.5,4778,1899,2116,0
boston_forsale_02108.csv,3999000,3,3.5,3246,1935,2108,3502687
boston_forsale_02115.csv,4000000,7,3.5,4440,1890,2115,2704388
boston_forsale_02116.csv,4057687,3,4,6032,1890,2116,4057687
boston_forsale_02215.csv,4200000,3,3,2189,1899,2215,2474522
boston_forsale_02215.csv,4200000,3,3.5,3012,1890,2215,2648414
boston_forsale_02111.csv,4250000,3,4.5,2971,2000,2111,3558267
boston_forsale_02108.csv,4330810,4,3.5,5000,1818,2108,4330810
boston_forsale_02108.csv,4390000,3,3.5,3319,2009,2108,3643974
boston_forsale_02108.csv,4700000,5,5,5115,1850,2108,5147506
boston_forsale_02108.csv,4750000,5,4.5,5023,1850,2108,4344160
boston_forsale_02111.csv,4950000,4,4,3246,2000,2111,4208158
boston_forsale_02118.csv,4950000,5,4.5,5800,1856,2118,4104650
boston_forsale_02111.csv,4975000,2,4,3246,2000,2111,4230929
boston_forsale_02108.csv,4995000,6,5,5342,1900,2108,0
boston_forsale_02116.csv,5025000,3,0,4020,2012,2116,3753237
boston_forsale_02116.csv,5125000,3,0,4100,2012,2116,3824598
boston_forsale_02116.csv,5125000,3,0,4100,2012,2116,3824598
boston_forsale_02111.csv,5300000,3,3,2707,1999,2111,3578095
boston_forsale_02111.csv,5495000,3,4.5,4200,1999,2111,4876939
boston_forsale_02116.csv,5499000,4,4,4760,1899,2116,4866718
boston_forsale_02108.csv,5500000,5,3.5,5081,1827,2108,4674999
boston_forsale_02116.csv,5500000,5,3.5,3737,1962,2116,4674999
boston_forsale_02108.csv,5650000,9,8.5,6500,1830,2108,4807174
boston_forsale_02116.csv,5750000,4,5,5000,1870,2116,4887499
boston_forsale_02108.csv,5875000,6,5,4774,1830,2108,4886882
boston_forsale_02111.csv,5999000,44,22,16320,1910,2111,5099068
boston_forsale_02116.csv,6250000,3,4,3319,0,2116,0
boston_forsale_02116.csv,6250000,3,3.5,3319,1910,2116,5376864
boston_forsale_02108.csv,6700000,4,5,3905,1875,2108,0
boston_forsale_02116.csv,7200000,4,4.5,4856,1860,2116,4533607
boston_forsale_02116.csv,7900000,6,4.5,5586,1865,2116,4279724
boston_forsale_02116.csv,7995000,3,4.5,3950,1899,2116,0
boston_forsale_02116.csv,8500000,8,9,10500,1881,2116,0
boston_forsale_02116.csv,8500000,7,6.5,8088,0,2116,1633202
boston_forsale_02116.csv,8900000,6,6.5,7599,1899,2116,6035135
boston_forsale_02115.csv,10000000,3,2.5,2486,1880,2115,1916510
boston_forsale_02108.csv,10500000,7,5.5,8239,1823,2108,8924999
boston_forsale_02108.csv,10750000,6,8,7878,1846,2108,0
boston_forsale_02116.csv,11750000,10,7.5,11118,1905,2116,10002309
boston_forsale_02108.csv,12500000,5,7,8682,1819,2108,10624975
boston_forsale_02116.csv,15500000,11,14,15000,1883,2116,0
